name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Norberto Murara Neto,GK,Bournemouth,0.0,0,0,0,0,0,0.0,0,66,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,10326,0,0,1,3,0.0,0,-669,0,669,45,True,0
Charlie Tasker,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,156,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,17680,0,0,,,0.0,0,-97,829,926,39,False,0
Julián Araujo Zúñiga,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,78,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,94993,0,0,1,3,0.0,0,-5310,1058,6368,40,True,0
Myles Peart-Harris,MID,Brentford,-0.5,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,4486,0,0,,,0.0,0,-94,242,336,45,True,0
Jenson Metcalfe,MID,Everton,0.0,0,0,0,0,0,0.0,0,309,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,106,0,0,,,0.0,0,-3,0,3,45,True,0
Álex Moreno Lopera,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,43,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,377781,0,0,,,0.0,0,-42441,0,42441,40,True,0
Hákon Rafn Valdimarsson,GK,Brentford,-0.5,0,0,0,0,0,0.0,0,105,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,79595,0,0,,,0.0,0,-3832,272,4104,40,True,0
Gianluigi Donnarumma,GK,Man City,2.7,0,0,0,0,0,0.0,0,736,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,1022288,0,0,,,0.0,0,96091,149974,53883,56,False,0
Georginio Rutter,MID,Brighton,2.0,0,0,0,0,0,0.0,0,158,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,53682,0,0,,,0.0,0,-3882,2979,6861,58,False,0
Yang Min-hyeok,MID,Spurs,0.0,0,0,0,0,0,0.0,0,594,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,1785,0,0,,,0.0,0,-66,0,66,45,False,0
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,503,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,12077,0,0,,,0.0,0,-738,0,738,40,False,0
Rhys Williams,DEF,Liverpool,0.5,0,0,0,0,0,0.0,0,379,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,23229,0,0,,,0.0,0,-664,437,1101,39,False,0
Axel Tuanzebe,DEF,Burnley,-0.5,0,0,0,0,0,0.0,0,198,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,218661,0,0,,,0.0,0,-7976,5438,13414,39,False,0
Tom McGill,GK,Brighton,0.0,0,0,0,0,0,0.0,0,140,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,42769,0,0,,,0.0,0,-1200,658,1858,40,False,0
Maldini Kacurri,DEF,Arsenal,0.0,0,0,0,0,0,0.0,0,14,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,19705,0,0,,,0.0,0,-2272,0,2272,39,True,0
Lucas Estella Perri,GK,Leeds,0.0,0,0,0,0,0,0.0,0,665,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,30887,0,0,,,0.0,0,-3229,191,3420,45,True,0
Xavi Simons,MID,Spurs,2.5,0,0,0,0,0,0.0,0,717,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,424965,0,0,,,0.0,0,-47668,33152,80820,71,False,0
Luis Sinisterra Lucumí,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,91,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,1618,0,0,1,3,0.0,0,-71,0,71,50,True,0
Wilson Isidor,FWD,Sunderland,2.7,0,0,0,0,0,0.0,0,560,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,386166,0,0,,,0.0,0,67164,106815,39651,56,False,0
Jeremie Frimpong,DEF,Liverpool,1.7,0,0,0,0,0,0.0,0,370,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,915360,0,0,,,0.0,0,-73945,12432,86377,59,False,0
Ross Barkley,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,55,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,4060,0,0,,,0.0,0,-254,22,276,48,True,0
Habib Diarra,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,544,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,7143,0,0,,,0.0,0,-1874,48,1922,54,False,0
Nico González Iglesias,MID,Man City,1.5,0,0,0,0,0,0.0,0,423,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,10576,0,0,,,0.0,0,-256,472,728,59,False,0
Nicolas Jackson,FWD,Chelsea,0.0,0,0,0,0,0,0.0,0,251,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,10554,0,0,,,0.0,0,-355,0,355,65,True,0
Enock Agyei,MID,Burnley,-0.5,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,5244,0,0,,,0.0,0,-148,151,299,48,False,0
Marko Stamenić,MID,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,524,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,2928,0,0,,,0.0,0,-160,0,160,45,False,0
Douglas Luiz Soares de Paulo,MID,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,699,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,6337,0,0,,,0.0,0,-1772,34,1806,50,False,0
Felipe Rodrigues da Silva,DEF,Nott'm Forest,0.5,0,0,0,0,0,0.0,0,511,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,9893,0,0,,,0.0,0,-483,179,662,44,False,0
James Maddison,MID,Spurs,0.0,0,0,0,0,0,0.0,0,581,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,16190,0,0,,,0.0,0,-345,72,417,69,False,0
Noni Madueke,MID,Arsenal,0.0,0,0,0,0,0,0.0,0,18,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,100197,0,0,,,0.0,0,-31901,206,32107,69,True,0
Julian Eyestone,GK,Brentford,-0.5,0,0,0,0,0,0.0,0,104,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,8531,0,0,,,0.0,0,-200,109,309,40,True,0
Christian Nørgaard,MID,Arsenal,0.5,0,0,0,0,0,0.0,0,24,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,19667,0,0,,,0.0,0,-1062,460,1522,53,True,0
Ezri Konsa Ngoyo,DEF,Aston Villa,3.0,0,0,0,0,0,0.0,0,38,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,1313722,0,0,,,0.0,0,-68096,21254,89350,45,True,0
Amadou Onana,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,59,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,73767,0,0,,,0.0,0,-8528,53,8581,49,True,0
Wilfried Gnonto,MID,Leeds,0.0,0,0,0,0,0,0.0,0,351,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,13622,0,0,,,0.0,0,-2476,34,2510,52,True,0
Dan Neil,MID,Sunderland,-0.3,0,0,0,0,0,0.0,0,549,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,3647,0,0,,,0.0,0,-74,95,169,49,False,0
Aaron Wan-Bissaka,DEF,West Ham,-0.5,0,0,0,0,0,0.0,0,610,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,841458,0,0,,,0.0,0,-138747,1783,140530,43,False,0
Konstantinos Mavropanos,DEF,West Ham,1.3,0,0,0,0,0,0.0,0,606,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,8001,0,0,,,0.0,0,272,813,541,44,False,0
Nicolás Domínguez,MID,Nott'm Forest,-0.5,0,0,0,0,0,0.0,0,519,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,579,0,0,,,0.0,0,69,126,57,50,False,0
Simon Moore,GK,Sunderland,-0.5,0,0,0,0,0,0.0,0,529,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,49735,0,0,,,0.0,0,-1320,637,1957,40,False,0
Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,0,0,0.0,0,638,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,132101,0,0,,,0.0,0,-9073,495,9568,40,True,0
Konstantinos Tsimikas,DEF,Liverpool,0.0,0,0,0,0,0,0.0,0,377,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,8185,0,0,,,0.0,0,-1045,0,1045,48,False,0
Freddie Potts,MID,West Ham,-0.3,0,0,0,0,0,0.0,0,623,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,85190,0,0,,,0.0,0,-1848,4602,6450,44,False,0
Cristian Romero,DEF,Spurs,4.5,0,0,0,0,0,0.0,0,569,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,918714,0,0,,,0.0,0,17076,67181,50105,51,False,0
Jordan Pickford,GK,Everton,2.2,0,0,0,0,0,0.0,0,287,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,1296922,0,0,,,0.0,0,-43292,17512,60804,55,True,0
Pape Matar Sarr,MID,Spurs,3.5,0,0,0,0,0,0.0,0,593,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,295127,0,0,,,0.0,0,-14249,15778,30027,50,False,0
Marcus Edwards,MID,Burnley,-0.5,0,0,0,0,0,0.0,0,206,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,7202,0,0,,,0.0,0,-400,271,671,48,False,0
Ollie Scarles,DEF,West Ham,-0.5,0,0,0,0,0,0.0,0,608,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,4077,0,0,,,0.0,0,7,163,156,44,False,0
Etienne Green,GK,Burnley,0.0,0,0,0,0,0,0.0,0,184,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,33143,0,0,,,0.0,0,-2173,0,2173,40,False,0
Ellery Balcombe,GK,Brentford,-0.5,0,0,0,0,0,0.0,0,102,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,36000,0,0,,,0.0,0,-985,538,1523,40,True,0
Archie Gray,MID,Spurs,0.7,0,0,0,0,0,0.0,0,591,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,13802,0,0,,,0.0,0,-491,397,888,49,False,0
Martin Ødegaard,MID,Arsenal,1.7,0,0,0,0,0,0.0,0,17,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,239807,0,0,,,0.0,0,17816,26642,8826,79,True,0
Iliman Ndiaye,MID,Everton,3.2,0,0,0,0,0,0.0,0,299,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,1312095,0,0,,,0.0,0,-38209,65831,104040,65,True,0
İlkay Gündoğan,MID,Man City,0.0,0,0,0,0,0,0.0,0,420,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,9311,0,0,,,0.0,0,-441,0,441,63,False,0
Jaka Bijol,DEF,Leeds,-0.5,0,0,0,0,0,0.0,0,344,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,15896,0,0,,,0.0,0,-732,1038,1770,39,True,0
Bryan Mbeumo,MID,Man Utd,2.3,0,0,0,0,0,0.0,0,119,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,1777119,0,0,,,0.0,0,-100306,84508,184814,81,True,0
Justin Devenny,MID,Crystal Palace,0.8,0,0,0,0,0,0.0,0,276,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,159145,0,0,,,0.0,0,-4193,8584,12777,45,False,0
Ibrahim Sangaré,MID,Nott'm Forest,0.3,0,0,0,0,0,0.0,0,521,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,7787,0,0,,,0.0,0,-536,170,706,50,False,0
Pedro Cardoso de Lima,DEF,Wolves,0.0,0,0,0,0,0,0.0,0,640,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,70307,0,0,,,0.0,0,-5036,0,5036,40,True,0
Mykhailo Mudryk,MID,Chelsea,0.0,0,0,0,0,0,0.0,0,245,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,921,0,0,,,0.0,0,-11,48,59,50,True,0
Freddie Woodman,GK,Liverpool,0.5,0,0,0,0,0,0.0,0,369,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,20812,0,0,,,0.0,0,5294,6286,992,39,False,0
Solly March,MID,Brighton,0.0,0,0,0,0,0,0.0,0,159,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,902,0,0,,,0.0,0,-89,22,111,58,False,0
Luke Shaw,DEF,Man Utd,1.5,0,0,0,0,0,0.0,0,443,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,37901,0,0,,,0.0,0,-659,2351,3010,45,True,0
Sean Longstaff,MID,Leeds,4.3,0,0,0,0,0,0.0,0,493,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,63378,0,0,,,0.0,0,37213,42410,5197,49,True,0
Ben Broggio,MID,Aston Villa,0.5,0,0,0,0,0,0.0,0,60,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,41258,0,0,,,0.0,0,495,3220,2725,45,True,0
Mikel Merino Zazón,MID,Arsenal,3.0,0,0,0,0,0,0.0,0,22,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,76226,0,0,,,0.0,0,10019,15936,5917,59,True,0
Morgan Gibbs-White,MID,Nott'm Forest,0.7,0,0,0,0,0,0.0,0,515,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,457073,0,0,,,0.0,0,-96321,4634,100955,74,False,0
Martín Zubimendi Ibáñez,MID,Arsenal,5.5,0,0,0,0,0,0.0,0,26,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,544196,0,0,,,0.0,0,28817,75192,46375,55,True,0
Lesley Ugochukwu,MID,Burnley,-0.5,0,0,0,0,0,0.0,0,676,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,4293,0,0,,,0.0,0,-92,132,224,50,False,0
Charalampos Kostoulas,FWD,Brighton,0.0,0,0,0,0,0,0.0,0,181,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,36507,0,0,,,0.0,0,-1538,1654,3192,49,False,0
Ian Maatsen,DEF,Aston Villa,0.5,0,0,0,0,0,0.0,0,39,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,61839,0,0,,,0.0,0,-2890,1726,4616,43,True,0
Lewis Orford,MID,West Ham,0.0,0,0,0,0,0,0.0,0,622,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,9435,0,0,,,0.0,0,-552,0,552,44,False,0
Taiwo Awoniyi,FWD,Nott'm Forest,-0.5,0,0,0,0,0,0.0,0,527,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,48240,0,0,,,0.0,0,-3281,1392,4673,53,False,0
Adam Smith,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,73,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,20870,0,0,1,3,0.0,0,-1714,18,1732,44,True,0
Jean-Ricner Bellegarde,MID,Wolves,0.8,0,0,0,0,0,0.0,0,644,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,6420,0,0,,,0.0,0,-318,124,442,53,True,0
Santiago Ignacio Bueno,DEF,Wolves,3.0,0,0,0,0,0,0.0,0,636,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,9204,0,0,,,0.0,0,3085,3671,586,44,True,0
Darko Churlinov,MID,Burnley,0.0,0,0,0,0,0,0.0,0,204,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,1881,0,0,,,0.0,0,-54,0,54,49,False,0
Jean-Clair Todibo,DEF,West Ham,-0.5,0,0,0,0,0,0.0,0,609,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,12118,0,0,,,0.0,0,-12,713,725,43,False,0
Nordi Mukiele,DEF,Sunderland,4.5,0,0,0,0,0,0.0,0,694,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,235915,0,0,,,0.0,0,46897,56127,9230,40,False,0
Callum Marshall,FWD,West Ham,-0.5,0,0,0,0,0,0.0,0,626,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,84001,0,0,,,0.0,0,-2196,3321,5517,44,False,0
Mason Mount,MID,Man Utd,1.0,0,0,0,0,0,0.0,0,455,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,24628,0,0,,,0.0,0,-987,924,1911,59,True,0
Patrick Roberts,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,545,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,1978,0,0,,,0.0,0,-116,0,116,54,False,0
Armando Broja,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,680,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,16306,0,0,,,0.0,0,-470,877,1347,53,False,0
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,277,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,460,0,0,,,0.0,0,-13,0,13,45,False,0
Mark Travers,GK,Everton,0.0,0,0,0,0,0,0.0,0,288,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,15008,0,0,,,0.0,0,-514,140,654,44,True,0
Jack Fletcher,MID,Man Utd,0.5,0,0,0,0,0,0.0,0,462,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,6510,0,0,,,0.0,0,-188,204,392,44,True,0
Benoît Badiashile Mukinayi,DEF,Chelsea,-0.7,0,0,0,0,0,0.0,0,229,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,2011,0,0,,,0.0,0,611,740,129,44,True,0
Sam Proctor,GK,Aston Villa,0.5,0,0,0,0,0,0.0,0,703,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,31064,0,0,,,0.0,0,-589,609,1198,40,True,0
Marcus Rashford,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,451,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,2192,0,0,,,0.0,0,-71,0,71,70,True,0
Calvin Ramsay,DEF,Liverpool,0.5,0,0,0,0,0,0.0,0,380,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,25937,0,0,,,0.0,0,-786,495,1281,39,False,0
Luka Vušković,DEF,Spurs,0.0,0,0,0,0,0,0.0,0,578,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,59945,0,0,,,0.0,0,-4373,0,4373,39,False,0
Matt Doherty,DEF,Wolves,0.0,0,0,0,0,0,0.0,0,632,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,15851,0,0,,,0.0,0,-904,314,1218,44,True,0
Tyler Onyango,MID,Everton,0.0,0,0,0,0,0,0.0,0,704,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,8684,0,0,,,0.0,0,-526,0,526,45,True,0
Diego Coppola,DEF,Brighton,0.2,0,0,0,0,0,0.0,0,144,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,6448,0,0,,,0.0,0,-162,187,349,44,False,0
Marcus Tavernier,MID,Bournemouth,2.2,0,0,2,1,1,31.1,5,84,0.04,0.04,0.00,0.26,63,0,0,4.4,5.0,2025-10-03T19:00:00Z,60,False,10,0,0,0,4,0,7,0,168805,1,0,1,3,8.0,3,-24368,6027,30395,55,True,0
Yéremy Pino Santos,MID,Crystal Palace,1.8,0,0,0,0,0,0.0,0,712,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,15619,0,0,,,0.0,0,398,3385,2987,59,False,0
Gabriel dos Santos Magalhães,DEF,Arsenal,4.9,0,0,0,0,0,0.0,0,5,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,3404817,0,0,,,0.0,0,504651,596289,91638,62,True,0
Josh Laurent,MID,Burnley,1.0,0,0,0,0,0,0.0,0,209,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,3493,0,0,,,0.0,0,-47,103,150,49,False,0
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,393,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,5484,0,0,,,0.0,0,-379,67,446,44,False,0
Victor Lindelöf,DEF,Aston Villa,1.0,0,0,0,0,0,0.0,0,719,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,3403,0,0,,,0.0,0,201,442,241,45,True,0
Rasmus Højlund,FWD,Man Utd,0.0,0,0,0,0,0,0.0,0,465,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,37470,0,0,,,0.0,0,-1314,0,1314,63,True,0
